Gene_symbol	Module_assignment
PSME1	B/T early up
PSME2	Global up
PSME3	Not significant
PSME4	Not significant
PSMF1	Global up
PSMG1	Not significant
PSMG2	Not significant
PSMG3	Not significant
PSMG4	Not significant
PSPC1	Not significant
PSTK	Not significant
PSTPIP1	B down
PTBP1	Not significant
PTBP2	Not significant
PTBP3	Not significant
PTCD2	Not significant
PTCD3	Not significant
PTDSS1	Not significant
PTEN	Not significant
PTER	Not significant
PTGER4	Mono early up
PTGES2	Not significant
PTGES3	Not significant
PTGES3L-AARSD1	Not significant
PTK2B	Not significant
PTOV1	Not significant
PTP4A1	B/T early up
PTP4A2	Mono late down
PTPA	Not significant
PTPMT1	Not significant
PTPN1	Global up
PTPN11	Not significant
PTPN12	Mono late up
PTPN13	Not significant
PTPN22	Global late down
PTPN23	Not significant
PTPN4	Not significant
PTPN6	Mono late down
PTPN9	Not significant
PTPRA	Not significant
PTPRC	Global late down
PTPRCAP	Not significant
PTPRE	Not significant
PTPRJ	Not significant
PTRH1	Not significant
PTRH2	Not significant
PTRHD1	Not significant
PTTG1	Not significant
PTTG1IP	Mono late down
PUF60	Not significant
PUM1	Not significant
PUM2	Not significant
PUM3	Not significant
PURA	Not significant
PURB	Not significant
PUS1	Not significant
PUS3	Not significant
PUS7	Not significant
PUS7L	Not significant
PWP1	Not significant
PWP2	Not significant
PWWP2A	Not significant
PXK	Not significant
PXMP4	Not significant
PXYLP1	Not significant
PYCARD	Mono late up
PYGB	Not significant
PYGM	Not significant
PYGO2	Not significant
PYHIN1	Not significant
PYM1	Not significant
PYROXD1	Not significant
QARS	Global down
QDPR	Not significant
QRICH1	Not significant
QRSL1	Not significant
QSER1	Not significant
QTRT2	Not significant
R3HCC1	Not significant
R3HCC1L	Not significant
R3HDM1	Not significant
R3HDM2	Not significant
RAB10	Not significant
RAB11A	Not significant
RAB11FIP2	Not significant
RAB11FIP3	Not significant
RAB11FIP4	Not significant
RAB12	Not significant
RAB18	Not significant
RAB1A	Not significant
RAB21	Not significant
RAB22A	Not significant
RAB24	Mono late down
RAB27A	Global late down
RAB28	Not significant
RAB29	Not significant
RAB2A	Not significant
RAB2B	Not significant
RAB33B	Not significant
RAB35	Not significant
RAB37	Not significant
RAB3GAP1	Not significant
RAB3GAP2	Not significant
RAB40C	Not significant
RAB43	Not significant
RAB4A	Not significant
RAB4B	Not significant
RAB5A	Not significant
RAB5C	Global up
RAB6A	Not significant
RAB7A	Not significant
RAB8A	Not significant
RAB8B	Not significant
RAB9A	Not significant
RABAC1	Global late down
RABEP1	Not significant
RABGAP1	Not significant
RABGAP1L	Not significant
RABGEF1	Not significant
RABGGTA	Not significant
RABGGTB	Not significant
RABIF	Not significant
RABL2B	Not significant
RABL6	Not significant
RACK1	Global late down
RAD1	Not significant
RAD17	Not significant
RAD21	Mono late down
RAD23A	Not significant
RAD23B	Not significant
RAD50	Not significant
RAD51C	Not significant
RAD52	Not significant
RAE1	Not significant
RAF1	Mono late up
RAI1	Not significant
RALA	Not significant
RALB	Not significant
RALBP1	Not significant
RALGAPA1	Not significant
RALGAPA2	Not significant
RALGAPB	Not significant
RALGDS	Not significant
RALGPS2	Not significant
RALY	Not significant
RAN	Not significant
RANBP1	Not significant
RANBP2	Mono early down
RANBP3	Not significant
RANBP9	Not significant
RANGAP1	Not significant
RAP1A	B down
RAP1B	B/T early up
RAP1GDS1	Not significant
RAP2C	Not significant
RAPGEF1	Not significant
RAPGEF2	Global late down
RARA	Not significant
RARRES1	Not significant
RARRES3	Global up
RARS	Not significant
RARS2	Not significant
RASA1	Not significant
RASA2	Not significant
RASA3	Global down
RASGEF1A	Not significant
RASGEF1B	Mono late down
RASGRF2	Not significant
RASGRP1	Global late down
RASGRP2	Global down
RASSF1	Global down
RASSF3	Global late down
RASSF5	Global late down
RASSF7	Not significant
RB1	Not significant
RB1CC1	Not significant
RBAK	Not significant
RBBP5	Not significant
RBBP6	Mono early down
RBBP7	Not significant
RBBP8	Not significant
RBCK1	Not significant
RBL1	Not significant
RBL2	Global late down
RBM10	Not significant
RBM12	B down
RBM12B	Not significant
RBM14	Not significant
RBM15	Not significant
RBM17	Not significant
RBM18	Not significant
RBM19	Not significant
RBM22	Not significant
RBM23	Not significant
RBM26	Not significant
RBM27	B/T early up
RBM28	Not significant
RBM33	Not significant
RBM34	Not significant
RBM38	Not significant
RBM39	Mono late down
RBM41	Not significant
RBM42	Not significant
RBM43	Not significant
RBM45	Not significant
RBM46	Not significant
RBM48	Not significant
RBM5	Not significant
RBM6	Not significant
RBM7	Not significant
RBM8A	Not significant
RBMS1	Not significant
RBMX2	Not significant
RBMXL1	Not significant
RBPJ	Mono late down
RBSN	Not significant
RBX1	Mono late up
RC3H1	Mono early down
RC3H2	Not significant
RCAN1	Not significant
RCAN3	Not significant
RCBTB1	Not significant
RCC1L	Not significant
RCC2	Not significant
RCE1	Not significant
RCHY1	Not significant
RCN1	Not significant
RCN2	Not significant
RCN3	Not significant
RCOR1	Not significant
RCOR3	Not significant
RCSD1	Mono late down
RDH10	Not significant
RDH5	Mono early up
RDX	Not significant
RECQL	Not significant
REEP3	Not significant
REEP5	Not significant
REL	Not significant
RELA	Not significant
RELL1	Not significant
RELT	Not significant
REPIN1	Not significant
REPS1	Not significant
RER1	Not significant
RERE	Not significant
REST	Global down
RETREG1	Not significant
RETREG2	Not significant
REV1	Not significant
REV3L	Global down
REX1BD	Not significant
REXO1	Not significant
REXO2	Not significant
REXO4	Not significant
RF00001	Not significant
RF00003	Not significant
RF00015	Not significant
RF00019	Not significant
RF00026	Not significant
RF00100	Not significant
RF00264	Not significant
RF00322	Not significant
RF00578	Not significant
RF01268	Not significant
RF01871	Not significant
RF02271	Not significant
RFC1	Mono early down
RFC3	Not significant
RFC4	Not significant
RFFL	Not significant
RFLNB	Lymph late up
RFT1	Not significant
RFTN1	Not significant
RFX2	Not significant
RFX3	Not significant
RFX7	Not significant
RFXANK	Not significant
RGCC	Not significant
RGL2	B/T early up
RGS1	B/T early up
RGS10	Not significant
RGS14	Not significant
RGS16	Not significant
RGS19	B down
RGS2	Mono early up
RGS3	Not significant
RGS9	Not significant
RHBDD2	Not significant
RHCE	Not significant
RHNO1	Not significant
RHOA	NK mid up
RHOC	Not significant
RHOG	Not significant
RHOH	Not significant
RHOT1	Not significant
RHOT2	Not significant
RIBC1	Not significant
RIC1	Not significant
RIC3	Not significant
RIC8A	Not significant
RIC8B	Not significant
RICTOR	Not significant
RIF1	Not significant
RILPL2	Not significant
RING1	Not significant
RINT1	Not significant
RIOK1	Not significant
RIOK2	Not significant
RIOK3	Not significant
RIOX1	Not significant
RIOX2	Not significant
RIPK1	Not significant
RIPK2	Not significant
RIPOR2	Global down
RITA1	Not significant
RLF	Not significant
RLIM	Not significant
RMC1	Not significant
RMDN1	Not significant
RMDN3	Not significant
RMND1	Not significant
RMND5A	Not significant
RMND5B	Not significant
RNASE4	Not significant
RNASE6	Mono early up
RNASEH1	Not significant
RNASEH2A	Not significant
RNASEH2B	NK mid up
RNASEH2C	Not significant
RNASET2	Mono late down
RNF10	Global down
RNF103	Mono late down
RNF11	Not significant
RNF111	Not significant
RNF113A	Not significant
RNF114	Global up
RNF115	Not significant
RNF121	Not significant
RNF123	Not significant
RNF126	Not significant
RNF13	Not significant
RNF130	Mono late down
RNF138	Not significant
RNF14	Not significant
RNF144A	Not significant
RNF145	Not significant
RNF146	Not significant
RNF157	Not significant
RNF167	Not significant
RNF168	Not significant
RNF187	Not significant
RNF2	Not significant
RNF20	Not significant
RNF214	Not significant
RNF216	Not significant
RNF219	Not significant
RNF220	Not significant
RNF34	Not significant
RNF38	Not significant
RNF4	Not significant
RNF40	Not significant
RNF44	Not significant
RNF6	Not significant
RNF7	Not significant
RNF8	Not significant
RNGTT	Not significant
RNH1	Not significant
RNMT	Not significant
RNPC3	Not significant
RNPEP	Not significant
RNPEPL1	Not significant
ROCK1	Mono early down
ROCK2	Mono late up
ROGDI	Not significant
ROMO1	Not significant
RORA	Global late down
ROS1	Not significant
RP2	Not significant
RP9	Not significant
RPA3	Not significant
RPAIN	Not significant
RPAP1	Not significant
RPAP2	Not significant
RPAP3	Not significant
RPF1	B/T early up
RPF2	Not significant
RPGR	Not significant
RPN1	Not significant
RPN2	Mono late down
RPP14	Not significant
RPP21	Not significant
RPP25L	Not significant
RPP30	Not significant
RPP38	Not significant
RPP40	Not significant
RPRD1A	Not significant
RPRD2	Not significant
RPS6KA1	Global down
RPS6KA2	Not significant
RPS6KA3	Not significant
RPS6KA5	Not significant
RPS6KB1	Mono late down
RPS6KB2	Not significant
RPS6KC1	Not significant
RPTOR	Not significant
RPUSD1	Not significant
RPUSD2	Not significant
RPUSD3	Not significant
RRAGA	Not significant
RRAGB	Not significant
RRAGC	Not significant
RRAS	Not significant
RRAS2	Not significant
RRBP1	Lymph late up
RREB1	Not significant
RRM1	Not significant
RRM2B	Not significant
RRN3	Not significant
RRNAD1	Not significant
RRP1	Not significant
RRP12	Not significant
RRP15	Not significant
RRP1B	Not significant
RRP8	Not significant
RRP9	Not significant
RRS1	Not significant
RSAD1	Not significant
RSAD2	Global up
RSBN1	Not significant
RSBN1L	Not significant
RSF1	Mono early down
RSL1D1	Lymph late up
RSL24D1	Mono late down
RSPH3	Not significant
RSPRY1	Not significant
RSRC1	Not significant
RSRC2	Mono early down
RSRP1	Mono early down
RSU1	Not significant
RTCA	Not significant
RTCB	Mono late up
RTF1	Mono early down
RTF2	Not significant
RTKN2	Not significant
RTL5	Not significant
RTL6	Not significant
RTN3	B down
RTN4	Mono late down
RTN4IP1	Not significant
RTP4	Not significant
RTRAF	Not significant
RTTN	Not significant
RUBCN	Not significant
RUFY1	Not significant
RUFY2	Not significant
RUFY3	Not significant
RUNX1	Not significant
RUNX2	Not significant
RUNX3	Mono late down
RUVBL1	Not significant
RUVBL2	Not significant
RWDD1	Not significant
RWDD2A	Not significant
RWDD2B	Not significant
RWDD4	Not significant
RXRB	Not significant
RXYLT1	Not significant
RYBP	Not significant
RYK	Not significant
S100A10	Global late down
S100A11	Mono early up
S100A4	Global down
S100A6	Mono late down
S100A8	Mono late up
S100A9	Mono late up
S100PBP	Not significant
S1PR1	Global late down
S1PR4	Not significant
SAAL1	Not significant
SACM1L	Not significant
SACS	Not significant
SAE1	Not significant
SAFB	Mono early down
SAFB2	Mono early down
SALL2	Not significant
SAMD1	Not significant
SAMD9	Global up
SAMD9L	Global up
SAMHD1	Global up
SAMM50	Not significant
SAMSN1	Mono late up
SAP130	Not significant
SAP18	B/T early up
SAP25	Not significant
SAP30BP	Not significant
SAP30L	Not significant
SARAF	Not significant
SARNP	Not significant
SARS	Not significant
SARS2	Not significant
SART1	Not significant
SART3	Not significant
SASH3	Not significant
SASS6	Not significant
SAT1	Global up
SAT2	Not significant
SATB1	Not significant
SAYSD1	Not significant
SBDS	Not significant
SBF1	Not significant
SBNO1	Global down
SBNO2	Not significant
SC5D	Not significant
SCAF11	Lymph late up
SCAF4	Not significant
SCAF8	Not significant
SCAMP1	Not significant
SCAMP2	Not significant
SCAMP3	Not significant
SCAND1	Not significant
SCAP	Not significant
SCARB2	Mono late down
SCCPDH	Not significant
SCFD1	Not significant
SCLT1	Global up
SCML1	Not significant
SCML4	Not significant
SCNM1	Not significant
SCO1	Not significant
SCP2	Not significant
SCRIB	Not significant
SCRN2	Not significant
SCYL1	Not significant
SCYL2	Not significant
SCYL3	Not significant
SDAD1	Not significant
SDCBP	Mono early up
SDCCAG8	Mono early down
SDE2	Not significant
SDF2	Not significant
SDF2L1	Not significant
SDF4	Global down
SDHA	B down
SDHAF2	Not significant
SDHB	Mono early up
SDR39U1	Not significant
SEC11A	Not significant
SEC11C	Not significant
SEC13	Not significant
SEC14L1	Not significant
SEC14L2	Not significant
SEC16A	Not significant
SEC22B	Not significant
SEC23B	Not significant
SEC23IP	Not significant
SEC24A	Not significant
SEC24B	Not significant
SEC24D	Not significant
SEC31A	Not significant
SEC61A1	Not significant
SEC61A2	Not significant
SEC61B	Not significant
SEC62	Global down
SEC63	Not significant
SECISBP2	Mono early down
SECISBP2L	Not significant
SEL1L	Not significant
SEL1L3	Not significant
SELENOF	Not significant
SELENOH	Not significant
SELENOM	Not significant
SELENOO	Not significant
SELENOS	Not significant
SELL	Mono early up
SELPLG	Not significant
SEMA4A	Not significant
SEMA4D	Global late down
SENP2	Not significant
SENP5	Not significant
SENP6	NK mid up
SENP7	Not significant
SEPHS1	Not significant
SEPHS2	Not significant
SEPSECS	Not significant
01-sep	Not significant
11-sep	B down
02-sep	Not significant
03-sep	Not significant
06-sep	Not significant
07-sep	Not significant
08-sep	Not significant
09-sep	Global down
SERBP1	Lymph late up
SERGEF	Not significant
SERINC1	Not significant
SERINC3	Not significant
SERINC5	Not significant
SERP1	Not significant
SERPINA1	Mono early up
SERPINB1	Mono late up
SERPINB8	Not significant
SERPINB9	Not significant
SERTAD1	B/T early up
SERTAD2	Not significant
SERTAD3	Not significant
SESN1	Not significant
SESN2	Not significant
SESN3	Not significant
SETD1A	Not significant
SETD1B	Not significant
SETD3	Not significant
SETD5	Not significant
SETD6	Not significant
SETDB1	Not significant
SETDB2	Not significant
SETX	Lymph late up
SF1	Mono early down
SF3A1	Not significant
SF3A2	Not significant
SF3A3	Not significant
SF3B1	Global late down
SF3B2	Not significant
SF3B3	Not significant
SF3B4	Not significant
SF3B5	Not significant
SF3B6	Not significant
SFI1	Not significant
SFMBT1	Not significant
SFMBT2	Not significant
SFPQ	Mono late down
SFSWAP	Mono early down
SFT2D1	Not significant
SGF29	Not significant
SGK1	B/T early up
SGK3	Not significant
SGMS1	Not significant
SGPL1	Global late down
SGPP1	Not significant
SGSM2	Not significant
SGTA	Not significant
SH2B3	Not significant
SH2D1A	Not significant
SH2D2A	Not significant
SH2D3A	Not significant
SH2D3C	Not significant
SH3BGRL	Mono late down
SH3BGRL3	Not significant
SH3BP1	Not significant
SH3BP2	Not significant
SH3BP5	Not significant
SH3BP5L	Not significant
SH3GLB1	Not significant
SH3GLB2	Not significant
SH3KBP1	Global down
SH3RF2	Not significant
SHARPIN	Not significant
SHC1	Not significant
SHKBP1	Not significant
SHMT2	Not significant
SHOC2	Mono early down
SHPRH	Not significant
SIAH1	Not significant
SIAH2	Not significant
SIK1	B/T early up
SIK2	Not significant
SIK3	Not significant
SIKE1	Not significant
SIL1	Not significant
SIN3A	Not significant
SIN3B	Not significant
SIPA1	Not significant
SIPA1L1	Not significant
SIPA1L2	Not significant
SIRPG	Not significant
SIRT1	Not significant
SIRT2	Not significant
SIRT5	Not significant
SIRT6	Not significant
SIRT7	Not significant
SIT1	Not significant
SIVA1	Not significant
SKA2	Not significant
SKI	Not significant
SKIL	Not significant
SKIV2L	Not significant
SKP1	Not significant
SKP2	Not significant
SLA	Not significant
SLAIN1	Not significant
SLAMF1	Not significant
SLBP	Not significant
SLC10A3	Not significant
SLC11A2	Not significant
SLC12A2	Not significant
SLC12A6	Not significant
SLC16A3	Mono late up
SLC16A5	Not significant
SLC16A7	Not significant
SLC17A5	Not significant
SLC19A2	Not significant
SLC1A5	Not significant
SLC20A1	NK mid up
SLC20A2	Not significant
SLC22A17	Not significant
SLC22A18	Not significant
SLC22A23	Not significant
SLC22A5	Not significant
SLC25A1	Not significant
SLC25A13	Not significant
SLC25A14	Not significant
SLC25A17	Not significant
SLC25A20	Not significant
SLC25A22	Not significant
SLC25A24	Not significant
SLC25A25	Not significant
SLC25A26	Not significant
SLC25A27	Not significant
SLC25A28	Not significant
SLC25A3	B/T early up
SLC25A33	Not significant
SLC25A37	Mono late up
SLC25A38	Not significant
SLC25A39	Global late down
SLC25A4	Global late down
SLC25A44	Not significant
SLC25A46	Not significant
SLC25A5	Mono late down
SLC25A6	Global late down
SLC26A6	Not significant
SLC27A1	Not significant
SLC27A2	Not significant
SLC2A1	Not significant
SLC2A3	Not significant
SLC2A4RG	Not significant
SLC30A5	Not significant
SLC30A6	Not significant
SLC30A7	Not significant
SLC30A9	Not significant
SLC35A3	Not significant
SLC35A4	Not significant
SLC35A5	Not significant
SLC35B1	Not significant
SLC35B2	Not significant
SLC35B3	Not significant
SLC35C2	Not significant
SLC35D1	Not significant
SLC35D2	Global late down
SLC35E3	Not significant
SLC35F2	Not significant
SLC35F6	Not significant
SLC37A1	Not significant
SLC37A3	Not significant
SLC37A4	Not significant
SLC38A1	Not significant
SLC38A10	Not significant
SLC38A2	Not significant
SLC38A5	Global up
SLC38A9	Not significant
SLC39A10	Mono early down
SLC39A11	Not significant
SLC39A13	Not significant
SLC39A3	Not significant
SLC39A6	Not significant
SLC39A7	Not significant
SLC39A8	Mono late up
SLC39A9	Not significant
SLC3A2	Not significant
SLC40A1	Not significant
SLC41A1	Not significant
SLC41A3	Not significant
SLC43A1	Not significant
SLC44A1	Not significant
SLC44A2	Global late down
SLC4A1AP	Not significant
SLC4A7	Not significant
SLC50A1	Not significant
SLC52A2	Not significant
SLC5A3	Not significant
SLC6A8	Not significant
SLC7A6OS	Not significant
SLC9A1	Not significant
SLC9A3R1	Not significant
SLC9A9	Not significant
SLCO3A1	Not significant
SLF1	Not significant
SLF2	Not significant
SLFN12L	Not significant
SLFN13	Not significant
SLFN5	Global up
SLIRP	Not significant
SLK	Global down
SLMAP	Not significant
SLTM	Lymph late up
SLU7	Lymph late up
SLX4IP	Not significant
SMAD2	Not significant
SMAD4	Not significant
SMAD5	Not significant
SMAP1	Not significant
SMAP2	Global up
SMARCA2	Mono early down
SMARCA4	Mono early down
SMARCA5	Global up
SMARCAD1	Not significant
SMARCAL1	Not significant
SMARCB1	Not significant
SMARCC1	Mono early down
SMARCC2	B down
SMARCD1	Not significant
SMARCE1	Not significant
SMC1A	Not significant
SMC2	Not significant
SMC3	Lymph late up
SMC4	Lymph late up
SMC5	Mono early down
SMC6	NK mid up
SMCHD1	Global up
SMCO4	Not significant
SMDT1	Global late down
SMG1	Not significant
SMG5	Not significant
SMG7	Not significant
SMG9	Not significant
SMIM11A	Not significant
SMIM12	Not significant
SMIM13	Not significant
SMIM14	Not significant
SMIM15	Not significant
SMIM19	Not significant
SMIM3	Not significant
SMIM4	Not significant
SMIM8	Not significant
SMN1	Not significant
SMNDC1	Lymph late up
SMOX	Not significant
SMPD1	Not significant
SMPD4	Not significant
SMPDL3A	Mono late up
SMS	Not significant
SMTNL1	Not significant
SMU1	Not significant
SMURF2	Not significant
SMYD4	Not significant
SMYD5	Not significant
SNAP23	Mono late down
SNAP29	Not significant
SNAP47	Not significant
SNAPC2	Not significant
SNAPC4	Not significant
SND1	Mono early down
SNF8	Not significant
SNIP1	Not significant
SNN	Mono late down
SNRK	Global late down
SNRNP200	Lymph late up
SNRNP25	Not significant
SNRNP27	Not significant
SNRNP35	Not significant
SNRNP48	Not significant
SNRPA	Not significant
SNRPA1	B/T early up
SNRPB	Not significant
SNRPB2	Not significant
SNRPC	Not significant
SNRPD1	Not significant
SNRPD2	Mono late up
SNRPD3	Not significant
SNRPE	Not significant
SNU13	Not significant
SNURF	Not significant
SNW1	Not significant
SNX1	Mono late up
SNX11	Not significant
SNX12	Not significant
SNX13	Not significant
SNX14	Not significant
SNX15	Not significant
SNX17	Not significant
SNX19	Not significant
SNX2	Mono late up
SNX25	Not significant
SNX27	Not significant
SNX29	Not significant
SNX3	B down
SNX4	Not significant
SNX5	Mono late down
SNX6	Not significant
SNX9	Not significant
SOCS1	Not significant
SOCS4	Not significant
SOCS5	Not significant
SOCS6	Not significant
SOD1	Not significant
SOD2	Mono late up
SON	Mono early down
SORBS1	Not significant
SORBS3	Not significant
SORL1	Global late down
SOS1	Lymph late up
SOS2	Not significant
SOX4	Not significant
SP1	Not significant
SP100	Global up
SP2	Not significant
SP3	Not significant
SP4	Not significant
SPAG16	Not significant
SPAG7	Not significant
SPAG9	Not significant
SPART	Not significant
SPAST	Not significant
SPATA2	Not significant
SPATA5	Not significant
SPATA5L1	Not significant
SPATA7	Not significant
SPATS2	Not significant
SPATS2L	Mono late up
SPCS1	Not significant
SPCS2	Not significant
SPCS3	Not significant
SPDEF	Not significant
SPDL1	Not significant
SPECC1L	Not significant
SPEN	Mono early down
SPG11	Not significant
SPG21	Mono late down
SPG7	Not significant
SPICE1	Not significant
SPIDR	Not significant
SPIN3	Not significant
SPINT2	Not significant
SPN	Not significant
SPNS1	Not significant
SPOCK2	Global down
SPOP	Not significant
SPOPL	Not significant
SPOUT1	Not significant
SPPL2A	Not significant
SPR	Not significant
SPRTN	Not significant
SPRYD3	Not significant
SPRYD7	Not significant
SPSB1	Not significant
SPSB3	Global down
SPTAN1	Global down
SPTBN1	Global down
SPTLC1	Not significant
SPTLC2	Not significant
SPTY2D1	Not significant
SQLE	Not significant
SQSTM1	Not significant
SRA1	Not significant
SRBD1	Not significant
SREBF2	Not significant
SREK1IP1	Not significant
SRF	Not significant
SRFBP1	Not significant
SRGN	B/T early up
SRI	Not significant
SRP14	Not significant
SRP54	Not significant
SRP68	Not significant
SRP72	Not significant
SRP9	Not significant
SRPK1	Not significant
SRPK2	Not significant
SRPRA	Not significant
SRRD	Not significant
SRRM1	Not significant
SRRT	Not significant
SRSF10	Not significant
SRSF11	Not significant
SRSF2	Not significant
SRSF3	Not significant
SRSF4	Not significant
SRSF6	Not significant
SRSF7	B/T early up
SRSF8	Not significant
SRSF9	Not significant
SRXN1	Not significant
SS18	Not significant
SS18L2	Not significant
SSB	Lymph late up
SSBP1	Not significant
SSBP2	Not significant
SSBP3	Not significant
SSBP4	Not significant
SSFA2	Mono late down
SSH2	Lymph late up
SSR1	Not significant
SSR2	Global down
SSR3	Not significant
SSR4	Not significant
SSRP1	Not significant
SSSCA1	Not significant
SSU72	Not significant
ST13	Not significant
ST3GAL1	Global down
ST3GAL4	Not significant
ST6GAL1	Not significant
ST6GALNAC4	Not significant
ST6GALNAC5	Not significant
ST6GALNAC6	Not significant
ST7L	Not significant
ST8SIA4	Not significant
STAG1	Not significant
STAG2	Not significant
STAG3	Not significant
STAM	Not significant
STAM2	Not significant
STAMBPL1	Not significant
STARD10	Not significant
STARD3	Not significant
STARD3NL	Not significant
STARD4	Not significant
STAT1	Global up
STAT2	Not significant
STAT3	Global up
STAT4	Not significant
STAT5A	Not significant
STAT5B	Not significant
STAT6	Mono late down
STAU1	Not significant
STAU2	Not significant
STIM1	Not significant
STIM2	Not significant
STIP1	Global down
STK10	Not significant
STK11	Global down
STK11IP	Not significant
STK17A	Global up
STK24	B down
STK25	Global down
STK26	Global late down
STK3	Not significant
STK35	Not significant
STK39	Not significant
STK4	Not significant
STK40	Not significant
STMN1	Not significant
STN1	Not significant
STOML2	Not significant
STRAP	Not significant
STRBP	Not significant
STRC	Not significant
STRIP1	Not significant
STRN	Not significant
STRN3	Not significant
STS	Not significant
STT3A	Not significant
STT3B	Mono early up
STUB1	Not significant
STX10	Not significant
STX11	Not significant
STX16	Not significant
STX17	Not significant
STX18	Not significant
STX2	Not significant
STX3	Not significant
STX4	Not significant
STX5	Not significant
STX6	Not significant
STX7	Not significant
STX8	Not significant
STXBP2	Not significant
STXBP3	Not significant
STXBP5	Not significant
STYX	Not significant
SUB1	Mono early up
SUCLA2	Not significant
SUCLG1	Not significant
SUCLG2	Not significant
SUCO	Not significant
SUDS3	Not significant
SUFU	Not significant
SUGP1	Not significant
SUGP2	Not significant
SUGT1	Not significant
SUMF1	Not significant
SUMO1	Not significant
SUMO2	Not significant
SUN1	Not significant
SUN2	Not significant
SUPT16H	Not significant
SUPT20H	Not significant
SUPT3H	Not significant
SUPT4H1	Global up
SUPT5H	Not significant
SUPT6H	Not significant
SUPT7L	Not significant
SURF1	Not significant
SURF2	Not significant
SURF4	Not significant
SUSD3	Not significant
SUSD6	Mono late down
SUZ12	Not significant
SVBP	Not significant
SVIL	Not significant
SVIP	Not significant
SWAP70	B down
SWT1	Not significant
SYAP1	Not significant
SYCE1	Not significant
SYF2	Not significant
SYMPK	Not significant
SYNCRIP	Not significant
SYNE1	Global down
SYNE2	Global up
SYNE3	Not significant
SYNGR2	Not significant
SYNJ1	Not significant
SYNJ2	Not significant
SYNRG	Not significant
SYPL1	Not significant
SYS1	Not significant
SYTL1	Not significant
SYTL2	Lymph late up
SZRD1	Not significant
SZT2	Not significant
TAB1	Not significant
TAB2	Global late down
TACC1	Mono early down
TACC3	Not significant
TADA2A	Not significant
TADA2B	Not significant
TADA3	Not significant
TAF1	Not significant
TAF10	Not significant
TAF11	Not significant
TAF12	Not significant
TAF15	Not significant
TAF1B	Not significant
TAF1C	Not significant
TAF1D	Not significant
TAF2	Not significant
TAF3	Not significant
TAF4	Not significant
TAF4B	Not significant
TAF5	Not significant
TAF5L	Not significant
TAF6	Not significant
TAF8	Not significant
TAF9	Not significant
TAF9B	Not significant
TAGAP	B/T early up
TAGLN2	Global down
TALDO1	Not significant
TANC1	Not significant
TANGO6	Not significant
TANK	Global up
TAOK1	Not significant
TAOK2	Not significant
TAOK3	Mono early down
TAPBP	Not significant
TAPT1	Not significant
TARBP1	Not significant
TARBP2	Not significant
TARDBP	Not significant
TARS	Mono late up
TARS2	Not significant
TARSL2	Not significant
TASP1	Not significant
TATDN1	Not significant
TAX1BP1	B down
TAX1BP3	Not significant
TBC1D1	Not significant
TBC1D10C	Not significant
TBC1D13	Not significant
TBC1D14	Not significant
TBC1D15	Not significant
TBC1D17	Not significant
TBC1D22A	Not significant
TBC1D23	Not significant
TBC1D24	Mono early up
TBC1D25	Not significant
TBC1D2B	Not significant
TBC1D31	Not significant
TBC1D4	Not significant
TBC1D5	Not significant
TBC1D9B	Not significant
TBCB	Not significant
TBCC	Not significant
TBCD	Not significant
TBCE	Not significant
TBCK	Not significant
TBK1	NK mid up
TBL1X	Not significant
TBL1XR1	Not significant
TBL2	Not significant
TBL3	Not significant
TBP	Not significant
TBPL1	Not significant
TBRG1	Not significant
TBRG4	Not significant
TBX21	NK mid up
TBXA2R	Not significant
TC2N	Not significant
TCAF1	Not significant
TCAIM	Not significant
TCEA1	Not significant
TCEA2	Not significant
TCEA3	Not significant
TCEAL1	Not significant
TCEAL8	Not significant
TCEANC	Not significant
TCEB2	Not significant
TCERG1	Lymph late up
TCF12	Not significant
TCF20	Not significant
TCF25	Not significant
TCF3	B down
TCF7	Global late down
TCFL5	Not significant
TCHP	Not significant
TCIRG1	Mono early down
TCOF1	Not significant
TCP1	Not significant
TCP11L2	Not significant
TDG	Not significant
TDP2	Not significant
TDRD3	Not significant
TDRD7	Not significant
TECPR1	Not significant
TECPR2	Not significant
TECR	Not significant
TEDC1	Not significant
TEP1	Mono early down
TEPSIN	Not significant
TERF1	Not significant
TERF2	Not significant
TERF2IP	Not significant
TES	Global down
TESC	Global late down
TESK1	Not significant
TESK2	Not significant
TESPA1	Not significant
TET1	Not significant
TET2	Not significant
TET3	Not significant
TEX10	Not significant
TEX2	Not significant
TEX261	Not significant
TEX264	Not significant
TEX30	Not significant
TFAM	Not significant
TFB1M	Not significant
TFB2M	Not significant
TFCP2	Not significant
TFDP1	Not significant
TFDP2	Not significant
TFE3	Not significant
TFG	Not significant
TFIP11	Not significant
TFPT	Not significant
TFRC	Not significant
TGDS	Not significant
TGFB1	Not significant
TGFBR1	Not significant
TGFBR2	Not significant
TGFBR3	Global late down
TGFBRAP1	Not significant
TGIF1	Not significant
TGOLN2	Not significant
TGS1	Not significant
THADA	Not significant
THAP1	Not significant
THAP11	Not significant
THAP12	Not significant
THAP5	Not significant
THAP7	Not significant
THBS3	Not significant
THEMIS	Not significant
THOC1	Not significant
THOC2	Mono early down
THOC3	Not significant
THOC5	Not significant
THOC6	Not significant
THOC7	Not significant
THRAP3	Not significant
THUMPD1	B/T early up
THUMPD2	Not significant
THUMPD3	Not significant
THYN1	Not significant
TIA1	Not significant
